	SRR1	SRR2	SRR3	SRR4	SRR5	SRR6	SRR7	SRR8
ENSG0000001825	66	78	84	73	74	80	78	71
ENSG0000001826	103	118	98	115	112	101	95	97
ENSG0000001827	8	10	4	7	13	14	4	10
ENSG0000001828	404	434	438	431	473	434	445	382
ENSG0000001829	57	66	60	32	34	61	49	43
ENSG0000001830	40	44	63	54	54	46	43	53
ENSG0000001831	184	145	196	141	156	146	157	140
ENSG0000001832	109	87	78	56	75	93	61	75
ENSG0000001833	247	244	257	212	236	247	239	229
ENSG0000001834	86	118	90	79	79	78	92	67
ENSG0000001835	13	12	32	16	20	17	26	15
ENSG0000001836	81	105	88	67	107	102	65	124
ENSG0000001837	8	15	7	12	10	12	15	15
ENSG0000001838	61	49	76	58	64	71	61	41
ENSG0000001839	46	27	45	55	26	29	48	61
ENSG0000001840	34	28	37	36	35	38	44	27
ENSG0000001841	55	45	51	42	38	61	49	37
ENSG0000001842	3	2	2	3	6	3	3	2
ENSG0000001843	20	21	32	17	17	20	35	20
ENSG0000001844	69	42	59	82	61	61	77	66
ENSG0000001845	66	50	56	73	60	72	74	90
ENSG0000001846	8	16	9	6	27	15	10	5
ENSG0000001847	392	390	321	369	335	343	350	370
ENSG0000001848	18	22	14	23	15	17	13	9
ENSG0000001849	229	211	234	255	259	235	252	220
ENSG0000001850	100	126	95	83	101	107	96	77
ENSG0000001851	35	24	19	20	25	18	15	26
ENSG0000001852	720	771	778	732	773	758	731	810
ENSG0000001853	8	8	10	10	8	5	9	5
ENSG0000001854	211	195	236	189	244	197	228	199
ENSG0000001855	253	241	207	271	246	264	275	254
ENSG0000001856	31	20	28	18	18	23	20	23
ENSG0000001857	419	468	445	456	454	436	478	444
ENSG0000001858	36	28	50	25	39	31	29	34
ENSG0000001859	78	79	84	78	90	87	70	83
ENSG0000001860	86	87	74	83	94	89	86	84
ENSG0000001861	68	47	40	48	40	29	42	57
ENSG0000001862	202	208	207	166	196	214	166	180
ENSG0000001863	179	170	185	153	177	166	172	158
ENSG0000001864	4	5	3	8	4	4	5	4
ENSG0000001865	407	374	373	409	381	428	340	365
ENSG0000001866	0	2	4	5	2	2	2	4
ENSG0000001867	269	255	235	262	274	229	262	277
ENSG0000001868	305	242	285	266	302	294	295	268
ENSG0000001869	7	13	11	5	15	6	1	17
ENSG0000001870	30	32	26	23	23	37	28	26
ENSG0000001871	4	9	5	15	6	13	12	11
ENSG0000001872	36	58	28	35	37	36	58	50
ENSG0000001873	29	34	36	33	45	36	37	27
ENSG0000001874	205	183	188	223	178	176	189	179
ENSG0000001875	441	384	364	433	321	394	397	370
ENSG0000001876	424	481	413	443	405	493	473	450
ENSG0000001877	11	28	26	30	14	45	28	28
ENSG0000001878	35	59	36	45	60	55	30	43
ENSG0000001879	3	3	0	3	4	3	6	3
ENSG0000001880	14	40	15	15	20	18	14	8
ENSG0000001881	228	269	205	205	233	224	210	258
ENSG0000001882	637	615	653	604	647	653	642	623
ENSG0000001883	11	7	11	6	7	5	8	7
ENSG0000001884	9	13	18	22	20	14	16	23
ENSG0000001885	50	45	50	70	42	73	51	54
ENSG0000001886	78	95	95	92	109	105	94	91
ENSG0000001887	20	17	19	13	9	13	13	12
ENSG0000001888	106	103	125	83	102	103	99	126
ENSG0000001889	34	13	22	19	35	21	28	23
ENSG0000001890	44	47	49	63	48	57	72	62
ENSG0000001891	126	129	107	120	127	145	146	157
ENSG0000001892	52	64	55	56	50	51	63	58
ENSG0000001893	26	26	32	23	30	18	22	35
ENSG0000001894	61	41	42	32	47	55	52	53
ENSG0000001895	40	43	48	71	40	45	73	48
ENSG0000001896	16	37	28	25	13	32	32	27
ENSG0000001897	41	41	38	38	37	46	46	44
ENSG0000001898	646	664	651	575	606	544	572	565
ENSG0000001899	113	109	112	142	114	134	132	100
ENSG0000001900	30	40	49	35	33	36	34	39
ENSG0000001901	149	160	163	117	131	156	135	146
ENSG0000001902	44	27	31	28	32	30	26	37
ENSG0000001903	300	373	341	340	316	325	328	341
ENSG0000001904	112	84	86	111	94	73	108	79
ENSG0000001905	76	39	56	55	43	36	43	52
ENSG0000001906	120	114	81	88	102	102	91	118
ENSG0000001907	2	4	6	1	1	2	3	6
ENSG0000001908	5	13	10	15	14	10	11	12
ENSG0000001909	9	12	11	9	7	3	8	6
ENSG0000001910	60	68	74	51	78	77	58	57
ENSG0000001911	725	726	725	730	794	695	769	722
ENSG0000001912	1444	1545	1541	1639	1617	1519	1615	1508
ENSG0000001913	132	143	124	116	141	119	154	129
ENSG0000001914	138	140	100	106	106	102	116	117
ENSG0000001915	10	2	4	2	2	3	10	5
ENSG0000001916	32	21	19	26	15	20	23	18
ENSG0000001917	28	14	16	15	20	15	19	13
ENSG0000001918	23	13	33	26	17	14	15	32
ENSG0000001919	35	40	46	32	48	38	49	44
ENSG0000001920	36	38	26	19	29	26	33	26
ENSG0000001921	2	2	2	0	4	2	1	1
ENSG0000001922	142	201	184	171	147	156	181	144
ENSG0000001923	9	17	8	10	23	3	13	11
ENSG0000001924	61	58	63	58	101	72	85	82
ENSG0000001925	1219	1181	1241	1260	1233	1159	1292	1138
ENSG0000001926	15	10	17	20	20	17	6	18
ENSG0000001927	0	2	0	0	0	3	0	0
ENSG0000001928	35	38	28	27	37	27	34	37
ENSG0000001929	255	257	290	271	284	254	331	275
ENSG0000001930	1061	1000	1080	1053	971	964	990	1002
ENSG0000001931	10	3	14	10	8	12	10	18
ENSG0000001932	112	129	103	158	115	136	111	83
ENSG0000001933	25	37	28	28	34	24	28	15
ENSG0000001934	48	56	39	66	35	43	53	52
ENSG0000001935	2983	2830	2911	2829	2782	2973	2877	2768
ENSG0000001936	3	1	10	4	0	4	8	1
ENSG0000001937	96	73	80	89	72	85	80	78
ENSG0000001938	103	102	109	104	66	102	105	111
ENSG0000001939	324	301	238	248	285	286	334	290
ENSG0000001940	57	40	65	76	73	68	63	61
ENSG0000001941	76	73	89	67	97	80	88	87
ENSG0000001942	32	34	28	33	28	21	30	24
ENSG0000001943	88	85	85	74	90	99	84	106
ENSG0000001944	31	34	18	45	32	23	22	38
ENSG0000001945	134	159	121	124	151	140	127	136
ENSG0000001946	33	37	26	42	30	26	32	47
ENSG0000001947	112	84	116	92	88	99	112	105
ENSG0000001948	84	47	36	43	81	45	52	64
ENSG0000001949	294	274	281	306	309	310	261	299
ENSG0000001950	53	51	60	31	68	49	53	46
ENSG0000001951	5	3	1	3	4	6	14	5
ENSG0000001952	335	376	393	357	390	406	394	370
ENSG0000001953	8	21	8	10	6	6	9	17
ENSG0000001954	16	19	17	28	39	35	7	18
ENSG0000001955	26	29	26	13	22	27	17	17
ENSG0000001956	443	404	398	402	442	402	401	455
ENSG0000001957	1	4	1	4	2	1	3	1
ENSG0000001958	6107	6132	6054	6070	6072	6094	5935	6046
ENSG0000001959	260	258	263	215	243	347	283	255
ENSG0000001960	49	63	76	49	83	59	72	81
ENSG0000001961	49	43	69	36	55	45	34	70
ENSG0000001962	77	64	91	91	91	84	114	103
ENSG0000001963	122	129	106	129	117	96	134	106
ENSG0000001964	142	147	155	132	139	130	144	144
ENSG0000001965	109	122	136	139	123	131	100	141
ENSG0000001966	64	76	66	64	63	57	61	60
ENSG0000001967	34	39	44	45	33	40	31	41
ENSG0000001968	49	37	45	37	42	28	43	46
ENSG0000001969	45	31	29	29	56	38	46	47
ENSG0000001970	282	305	273	276	297	302	288	312
ENSG0000001971	142	175	115	135	160	134	129	141
ENSG0000001972	0	0	0	1	5	1	1	0
ENSG0000001973	159	163	148	157	116	152	176	166
ENSG0000001974	93	90	87	84	83	78	71	59
ENSG0000001975	50	35	46	59	52	55	62	64
ENSG0000001976	34	45	51	32	25	41	25	29
ENSG0000001977	367	304	285	275	299	320	279	265
ENSG0000001978	227	207	220	195	237	229	205	218
ENSG0000001979	13	13	22	21	12	11	20	14
ENSG0000001980	105	103	103	98	102	115	124	98
ENSG0000001981	23	9	10	17	25	13	11	6
ENSG0000001982	9	12	6	5	6	16	4	3
ENSG0000001983	13	19	20	24	20	36	24	21
ENSG0000001984	192	203	193	177	203	201	190	196
ENSG0000001985	203	222	214	204	246	201	229	219
ENSG0000001986	123	107	101	101	120	117	99	101
ENSG0000001987	157	157	158	167	152	165	143	132
ENSG0000001988	115	135	128	119	141	108	113	119
ENSG0000001989	27	20	22	23	16	15	19	17
ENSG0000001990	107	103	96	127	119	84	111	123
ENSG0000001991	162	164	178	172	180	171	161	183
ENSG0000001992	184	150	154	189	156	173	183	165
ENSG0000001993	338	314	319	348	331	296	332	343
ENSG0000001994	157	156	133	150	137	136	199	142
ENSG0000001995	87	89	78	102	96	86	94	86
ENSG0000001996	250	240	229	290	235	272	260	310
ENSG0000001997	71	52	59	49	59	44	72	51
ENSG0000001998	13	14	15	17	19	11	14	14
ENSG0000001999	40	36	45	40	34	41	42	58
ENSG0000002000	19	26	11	15	19	23	26	14
ENSG0000002001	19	12	21	29	23	19	15	16
ENSG0000002002	37	54	27	32	60	54	48	52
ENSG0000002003	25	8	13	25	9	15	12	13
ENSG0000002004	39	36	26	39	34	24	32	29
ENSG0000002005	5	3	1	4	0	4	8	6
ENSG0000002006	70	92	63	77	93	69	70	58
ENSG0000002007	75	55	63	67	57	67	60	49
ENSG0000002008	10	11	33	35	21	15	24	18
ENSG0000002009	140	155	165	145	144	152	161	144
ENSG0000002010	167	201	241	268	220	232	240	194
ENSG0000002011	6	2	0	4	4	8	3	3
ENSG0000002012	13	8	18	8	26	16	18	11
ENSG0000002013	27	30	22	7	8	16	22	10
ENSG0000002014	12	16	9	1	6	23	13	21
ENSG0000002015	196	179	192	189	170	178	214	173
ENSG0000002016	39	45	35	44	44	40	53	56
ENSG0000002017	34	34	25	49	40	39	34	27
ENSG0000002018	0	2	0	3	2	5	6	2
ENSG0000002019	148	148	155	124	135	159	140	139
ENSG0000002020	16	5	7	5	25	6	1	7
ENSG0000002021	48	57	63	65	57	62	81	70
ENSG0000002022	82	53	88	71	75	95	76	54
ENSG0000002023	474	432	386	425	505	424	401	407
ENSG0000002024	15	10	6	7	7	8	3	5
ENSG0000002025	1	1	0	0	0	1	0	0
ENSG0000002026	72	65	60	77	64	74	66	77
ENSG0000002027	783	786	781	771	822	806	788	801
ENSG0000002028	346	331	353	333	340	273	361	371
ENSG0000002029	90	53	86	80	84	67	59	72
ENSG0000002030	19	33	20	51	39	36	32	29
ENSG0000002031	202	191	194	194	198	178	214	199
ENSG0000002032	9	19	13	25	16	16	7	13
ENSG0000002033	118	112	116	119	93	114	113	107
ENSG0000002034	120	100	106	103	126	92	104	117
ENSG0000002035	265	274	270	251	275	240	290	271
ENSG0000002036	3455	3566	3423	3386	3436	3376	3422	3373
ENSG0000002037	110	79	118	101	106	113	84	111
ENSG0000002038	21	27	16	35	13	22	20	31
ENSG0000002039	34	40	54	47	44	49	46	48
ENSG0000002040	6	5	6	8	8	6	1	2
ENSG0000002041	12	20	14	28	27	23	12	26
ENSG0000002042	34	18	29	28	29	52	44	37
ENSG0000002043	24	20	27	29	20	17	35	23
ENSG0000002044	64	67	66	49	56	72	68	59
ENSG0000002045	12	23	18	11	9	13	5	16
ENSG0000002046	269	281	302	329	275	305	301	310
ENSG0000002047	55	59	62	54	39	55	65	50
ENSG0000002048	49	53	47	43	59	53	42	42
ENSG0000002049	31	43	37	38	32	27	41	43
ENSG0000002050	58	61	79	72	50	88	90	83
ENSG0000002051	207	209	177	172	197	189	229	209
ENSG0000002052	9	13	17	14	22	13	27	14
ENSG0000002053	29	18	13	17	15	22	22	18
ENSG0000002054	38	33	34	32	36	31	33	44
ENSG0000002055	5	4	20	4	9	8	5	10
ENSG0000002056	8	13	23	20	11	16	14	20
ENSG0000002057	42	32	27	21	26	35	23	29
ENSG0000002058	234	231	187	188	224	171	211	219
ENSG0000002059	73	80	95	70	88	96	57	74
ENSG0000002060	91	59	68	88	82	71	58	99
ENSG0000002061	168	227	203	178	165	202	202	222
ENSG0000002062	45	46	44	34	45	46	55	45
ENSG0000002063	82	83	80	97	112	87	106	75
ENSG0000002064	36	48	52	75	38	39	39	47
ENSG0000002065	89	91	89	96	83	94	74	80
ENSG0000002066	28	18	34	27	23	13	25	20
ENSG0000002067	1	2	1	1	2	2	1	2
ENSG0000002068	35	30	58	33	55	55	36	40
ENSG0000002069	484	472	457	428	437	484	436	432
ENSG0000002070	204	236	246	217	208	245	182	254
ENSG0000002071	194	233	235	185	221	258	206	294
ENSG0000002072	375	362	390	339	363	372	372	339
ENSG0000002073	73	51	83	52	68	72	79	87
ENSG0000002074	65	47	71	89	61	61	94	75
ENSG0000002075	27	34	33	26	8	26	25	28
ENSG0000002076	38	37	32	30	34	31	41	21
ENSG0000002077	115	172	150	120	116	111	125	123
ENSG0000002078	371	316	355	375	382	366	312	387
ENSG0000002079	44	48	47	44	43	43	42	38
ENSG0000002080	17	32	26	28	18	18	30	25
ENSG0000002081	57	60	69	53	52	48	41	47
ENSG0000002082	112	154	129	125	118	138	101	120
ENSG0000002083	3	10	3	12	10	6	10	6
ENSG0000002084	1	2	2	3	2	0	0	1
ENSG0000002085	22	21	14	17	20	26	12	25
ENSG0000002086	7	8	8	5	5	9	3	12
ENSG0000002087	17	21	23	32	28	35	21	11
ENSG0000002088	56	45	31	54	42	42	53	50
ENSG0000002089	35	29	27	40	29	29	28	29
ENSG0000002090	475	458	496	464	466	496	473	497
ENSG0000002091	84	83	108	104	82	98	69	64
ENSG0000002092	90	78	81	56	90	84	93	102
ENSG0000002093	190	117	112	123	133	137	123	157
ENSG0000002094	11	13	17	4	19	13	11	10
ENSG0000002095	257	251	233	231	252	265	280	246
ENSG0000002096	56	37	46	40	53	42	56	46
ENSG0000002097	165	138	143	148	146	153	163	148
ENSG0000002098	9	22	11	21	23	11	7	7
ENSG0000002099	9	6	8	6	2	2	7	7
ENSG0000002100	188	223	200	212	186	165	185	182
ENSG0000002101	119	92	99	120	102	90	105	93
ENSG0000002102	11	6	11	19	18	7	7	6
ENSG0000002103	15	6	16	17	13	10	13	9
ENSG0000002104	308	262	262	302	319	279	288	315
ENSG0000002105	4	6	7	7	24	7	11	6
ENSG0000002106	647	648	638	649	657	648	647	647
ENSG0000002107	6	15	19	16	27	18	14	13
ENSG0000002108	139	159	128	149	145	158	123	140
ENSG0000002109	36	27	19	27	34	32	22	27
ENSG0000002110	146	152	145	133	123	157	120	150
ENSG0000002111	43	33	19	21	28	29	18	21
ENSG0000002112	46	40	33	35	29	43	33	43
ENSG0000002113	69	74	61	55	50	68	54	62
ENSG0000002114	11	17	10	5	29	10	9	6
ENSG0000002115	148	181	149	151	185	180	163	174
ENSG0000002116	18	27	33	46	18	18	21	14
ENSG0000002117	39	32	27	51	34	60	56	45
ENSG0000002118	13	25	9	8	7	15	13	18
ENSG0000002119	0	1	3	1	6	0	0	2
ENSG0000002120	54	40	37	25	34	42	55	35
ENSG0000002121	2009	2049	1978	2093	2012	2122	1912	2034
ENSG0000002122	194	171	155	201	219	184	190	195
ENSG0000002123	44	53	55	49	65	60	42	39
ENSG0000002124	45	40	55	27	40	26	27	29
ENSG0000002125	50	49	48	45	46	47	54	60
ENSG0000002126	143	114	103	161	121	120	99	130
ENSG0000002127	3	12	8	5	11	7	9	16
ENSG0000002128	265	297	311	310	303	279	317	300
ENSG0000002129	183	149	163	159	173	132	209	152
ENSG0000002130	182	154	168	161	153	127	175	185
ENSG0000002131	103	64	99	129	105	90	138	111
ENSG0000002132	75	40	54	63	43	45	76	63
ENSG0000002133	134	149	133	159	144	157	170	144
ENSG0000002134	107	136	124	130	145	91	143	118
ENSG0000002135	37	39	44	23	35	29	39	39
ENSG0000002136	18	20	34	26	11	34	18	33
ENSG0000002137	61	70	56	75	63	70	77	75
ENSG0000002138	528	593	600	567	560	545	604	513
ENSG0000002139	8	16	9	10	2	3	11	10
ENSG0000002140	2	11	8	6	7	5	8	5
ENSG0000002141	63	91	70	62	81	57	43	55
ENSG0000002142	70	59	62	40	67	78	56	79
ENSG0000002143	60	66	64	79	58	74	73	80
ENSG0000002144	93	93	73	81	57	65	88	90
ENSG0000002145	35	34	47	38	39	50	37	43
ENSG0000002146	543	536	485	489	552	475	509	489
ENSG0000002147	12	10	4	1	10	8	9	9
ENSG0000002148	7	21	20	18	16	15	8	13
ENSG0000002149	64	51	30	51	56	58	35	46
ENSG0000002150	11	5	2	5	5	5	2	0
ENSG0000002151	63	50	37	47	57	42	27	34
ENSG0000002152	684	632	651	634	650	707	642	705
ENSG0000002153	48	41	55	52	53	54	55	45
ENSG0000002154	84	77	78	50	58	66	88	67
ENSG0000002155	7	7	11	5	15	10	2	6
ENSG0000002156	25	20	24	19	18	20	38	15
ENSG0000002157	15	37	50	31	38	22	28	39
ENSG0000002158	49	47	35	43	32	34	31	24
ENSG0000002159	333	356	374	426	415	379	375	335
ENSG0000002160	127	110	134	113	123	142	119	138
ENSG0000002161	6	10	7	8	3	12	5	6
ENSG0000002162	88	83	79	76	85	71	101	85
ENSG0000002163	137	111	128	108	111	122	99	113
ENSG0000002164	301	288	248	303	276	312	319	328
ENSG0000002165	583	618	595	559	632	541	573	621
ENSG0000002166	8	6	14	11	7	13	11	13
ENSG0000002167	17	7	16	28	20	8	7	15
ENSG0000002168	5	3	3	5	13	10	10	10
ENSG0000002169	20	29	35	47	51	40	45	35
ENSG0000002170	114	136	91	155	132	100	105	97
ENSG0000002171	253	236	273	239	256	208	239	266
ENSG0000002172	42	65	37	53	55	47	52	60
ENSG0000002173	40	41	28	34	49	34	65	32
ENSG0000002174	68	80	75	82	73	75	72	66
ENSG0000002175	22	13	16	4	14	22	12	13
ENSG0000002176	1165	1155	1204	1312	1287	1272	1259	1291
ENSG0000002177	7	0	4	8	7	3	2	1
ENSG0000002178	74	60	55	91	70	61	74	58
ENSG0000002179	1195	1146	1035	1177	1170	1132	1162	1164
ENSG0000002180	51	45	50	52	67	57	54	64
ENSG0000002181	50	20	38	42	43	48	36	49
ENSG0000002182	28	39	33	25	22	43	34	41
ENSG0000002183	40	19	39	40	43	45	32	47
ENSG0000002184	435	452	362	389	412	447	419	418
ENSG0000002185	0	1	0	1	1	1	2	1
ENSG0000002186	507	586	576	508	532	488	591	577
ENSG0000002187	3	2	4	6	1	2	6	6
ENSG0000002188	30	33	38	21	35	25	41	28
ENSG0000002189	50	30	44	23	12	25	22	19
ENSG0000002190	158	144	137	150	124	126	117	144
ENSG0000002191	11	4	12	8	4	3	6	6
ENSG0000002192	138	89	92	92	108	116	103	94
ENSG0000002193	1150	1212	1094	1150	1077	1169	1103	1175
ENSG0000002194	5	5	6	10	10	1	9	21
ENSG0000002195	63	65	49	73	71	62	86	66
ENSG0000002196	15	11	24	16	18	31	20	13
ENSG0000002197	116	110	102	97	87	118	95	85
ENSG0000002198	52	51	55	68	67	68	63	62
ENSG0000002199	22	18	33	34	7	18	12	28
ENSG0000002200	133	101	134	103	124	109	100	132
ENSG0000002201	733	833	913	826	939	842	829	831
ENSG0000002202	43	41	43	37	45	39	63	54
ENSG0000002203	151	210	149	182	170	187	164	143
ENSG0000002204	4	10	9	8	6	10	10	7
ENSG0000002205	7	17	15	14	7	13	13	17
ENSG0000002206	107	128	107	103	108	125	113	120
ENSG0000002207	510	517	467	466	474	509	509	493
ENSG0000002208	89	101	102	86	113	102	95	75
ENSG0000002209	28	31	35	36	34	31	37	36
ENSG0000002210	66	45	74	52	61	70	42	53
ENSG0000002211	14	9	8	7	6	12	9	18
ENSG0000002212	136	154	125	118	158	179	130	142
ENSG0000002213	243	210	210	167	205	173	212	193
ENSG0000002214	31	33	21	46	26	18	43	24
ENSG0000002215	25	23	42	20	25	32	16	21
ENSG0000002216	78	95	99	88	75	85	97	82
ENSG0000002217	22	34	34	16	29	23	29	28
ENSG0000002218	51	62	39	58	52	40	66	42
ENSG0000002219	1201	1345	1333	1271	1309	1251	1371	1279
ENSG0000002220	39	32	20	43	37	45	40	25
ENSG0000002221	42	43	28	32	32	32	45	24
ENSG0000002222	23	24	27	19	17	12	10	17
ENSG0000002223	168	169	167	165	191	146	197	179
ENSG0000002224	42	37	38	33	47	40	42	55
ENSG0000002225	21	18	26	28	16	19	15	14
ENSG0000002226	435	386	382	409	428	332	372	408
ENSG0000002227	443	463	424	482	435	497	476	511
ENSG0000002228	29	25	26	19	14	12	27	16
ENSG0000002229	8	4	10	2	6	3	6	3
ENSG0000002230	257	217	222	243	235	191	237	242
ENSG0000002231	18	26	23	14	16	16	12	13
ENSG0000002232	178	168	188	160	179	199	177	195
ENSG0000002233	2	2	1	3	1	0	2	3
ENSG0000002234	212	201	222	194	250	199	223	210
ENSG0000002235	8	2	17	9	8	9	12	6
ENSG0000002236	129	164	187	174	153	175	198	185
ENSG0000002237	59	56	54	58	63	39	47	64
ENSG0000002238	8	6	6	16	10	14	13	17
ENSG0000002239	20	31	44	39	22	25	33	28
ENSG0000002240	163	175	137	164	170	162	146	149
ENSG0000002241	55	53	67	69	77	78	68	72
ENSG0000002242	120	131	116	128	131	139	154	95
ENSG0000002243	1061	1061	1042	1037	1098	1099	1078	997
ENSG0000002244	5	7	6	11	5	4	7	2
ENSG0000002245	656	632	643	641	629	637	621	574
ENSG0000002246	71	69	60	62	54	65	63	60
ENSG0000002247	21	23	12	5	18	12	16	19
ENSG0000002248	8	1	11	6	3	7	5	12
ENSG0000002249	27	36	38	43	39	41	29	53
ENSG0000002250	201	231	242	268	215	269	230	228
ENSG0000002251	44	38	31	37	45	49	48	46
ENSG0000002252	496	536	560	452	571	482	520	519
ENSG0000002253	15	8	4	8	6	8	3	1
ENSG0000002254	51	67	62	50	42	66	58	55
ENSG0000002255	10	8	13	15	8	12	9	12
ENSG0000002256	96	78	84	90	88	72	109	84
ENSG0000002257	212	193	218	226	173	217	185	185
ENSG0000002258	26	22	29	21	25	28	19	33
ENSG0000002259	0	0	1	0	2	1	1	0
ENSG0000002260	70	76	74	66	84	77	67	69
ENSG0000002261	116	86	107	103	107	89	94	132
ENSG0000002262	122	105	92	98	115	103	92	107
ENSG0000002263	342	363	350	372	351	326	356	355
ENSG0000002264	11	17	10	11	17	4	9	13
ENSG0000002265	150	182	179	148	156	142	174	139
ENSG0000002266	335	321	310	354	360	304	347	314
ENSG0000002267	4	0	8	2	4	6	4	8
ENSG0000002268	78	103	69	82	67	71	106	103
ENSG0000002269	31	23	30	30	24	25	31	21
ENSG0000002270	27	45	43	53	46	55	51	52
ENSG0000002271	93	89	101	87	126	105	87	54
ENSG0000002272	24	33	23	25	29	28	15	25
ENSG0000002273	17	26	10	24	9	17	24	24
ENSG0000002274	65	51	48	59	71	67	42	59
ENSG0000002275	13	4	8	23	15	3	12	15
ENSG0000002276	8	11	9	6	16	11	8	18
ENSG0000002277	169	173	183	170	177	171	147	154
ENSG0000002278	12	9	11	12	16	12	5	9
ENSG0000002279	153	138	155	147	113	145	116	160
ENSG0000002280	123	96	117	98	102	109	147	107
ENSG0000002281	8	3	5	3	1	5	5	6
ENSG0000002282	38	9	15	32	31	27	23	16
ENSG0000002283	287	322	314	291	350	298	332	329
ENSG0000002284	17	7	13	6	15	9	28	12
ENSG0000002285	26	22	31	32	22	34	19	39
ENSG0000002286	121	95	83	88	126	114	94	100
ENSG0000002287	179	158	188	183	177	176	159	185
ENSG0000002288	34	57	22	28	35	40	39	36
ENSG0000002289	13	18	35	31	21	23	19	25
ENSG0000002290	466	493	508	439	408	469	521	466
ENSG0000002291	694	727	755	788	755	732	678	744
ENSG0000002292	260	238	254	237	232	247	248	223
ENSG0000002293	78	52	71	42	87	71	61	46
ENSG0000002294	27	24	13	24	20	24	15	26
ENSG0000002295	12	14	16	18	4	7	19	22
ENSG0000002296	132	125	127	110	99	90	94	114
ENSG0000002297	90	96	109	110	76	133	115	113
ENSG0000002298	442	518	442	498	473	461	461	437
ENSG0000002299	140	158	137	142	171	174	108	151
ENSG0000002300	4	1	7	2	1	2	2	2
ENSG0000002301	243	258	254	244	281	267	271	297
ENSG0000002302	12	8	9	4	15	16	8	22
ENSG0000002303	31	29	30	30	38	27	36	42
ENSG0000002304	76	104	67	86	67	74	71	80
ENSG0000002305	1090	1047	1085	1153	1146	1152	1011	1083
ENSG0000002306	5682	5726	5707	5821	5795	5831	5976	5914
ENSG0000002307	108	113	135	133	102	127	148	122
ENSG0000002308	26	61	46	47	36	32	57	55
ENSG0000002309	112	94	94	129	122	136	127	129
ENSG0000002310	227	176	210	200	244	213	182	192
ENSG0000002311	34	30	39	30	31	34	26	34
ENSG0000002312	822	810	883	823	820	821	838	824
ENSG0000002313	75	82	87	68	72	56	55	63
ENSG0000002314	108	106	145	125	102	95	111	128
ENSG0000002315	148	161	146	192	149	113	180	162
ENSG0000002316	107	140	105	93	108	118	100	105
ENSG0000002317	200	227	203	184	193	225	200	172
ENSG0000002318	10	14	30	12	22	14	26	24
ENSG0000002319	25	31	7	35	16	20	30	29
ENSG0000002320	9	8	7	11	6	14	9	19
ENSG0000002321	104	86	158	94	88	122	97	110
ENSG0000002322	194	154	204	204	183	203	186	145
ENSG0000002323	109	111	113	104	101	95	92	123
ENSG0000002324	692	668	616	694	676	680	665	687
ENSG0000002325	67	62	47	41	53	61	63	54
ENSG0000002326	139	183	141	129	131	153	155	137
ENSG0000002327	10	6	8	11	10	24	9	8
ENSG0000002328	35	35	29	28	24	35	29	41
ENSG0000002329	138	150	169	146	159	149	131	179
ENSG0000002330	226	210	201	152	174	189	167	194
ENSG0000002331	33	35	43	44	33	52	31	24
ENSG0000002332	37	75	52	41	65	45	59	43
ENSG0000002333	8	2	3	1	8	2	2	13
ENSG0000002334	30	46	27	28	23	32	43	38
ENSG0000002335	205	201	194	215	213	213	192	189
ENSG0000002336	127	127	136	120	122	131	137	142
ENSG0000002337	71	148	127	104	125	137	108	99
ENSG0000002338	46	58	44	62	55	51	74	60
ENSG0000002339	61	53	49	70	50	53	52	60
ENSG0000002340	23	15	24	19	18	15	18	19
ENSG0000002341	140	169	127	166	137	160	137	165
ENSG0000002342	114	94	90	80	102	78	97	105
ENSG0000002343	110	125	150	120	102	126	105	113
ENSG0000002344	20	28	21	27	30	23	21	20
ENSG0000002345	4	4	5	2	1	1	4	2
ENSG0000002346	250	254	271	311	278	236	297	308
ENSG0000002347	17	33	33	26	22	13	39	28
ENSG0000002348	20	17	23	9	17	14	11	19
ENSG0000002349	142	157	176	171	159	127	152	148
ENSG0000002350	21	33	30	41	33	39	25	22
ENSG0000002351	289	267	251	304	272	281	274	239
ENSG0000002352	150	132	151	117	121	145	119	173
ENSG0000002353	155	133	153	163	129	141	154	136
ENSG0000002354	10	6	15	15	3	2	2	4
ENSG0000002355	337	355	343	346	340	307	291	349
ENSG0000002356	94	93	89	74	70	74	72	84
ENSG0000002357	34	38	30	21	37	42	17	24
ENSG0000002358	35	60	67	83	68	71	69	67
ENSG0000002359	4	2	11	2	10	2	5	1
ENSG0000002360	93	112	124	121	99	77	106	104
ENSG0000002361	6	12	9	7	6	12	11	11
ENSG0000002362	2	8	5	4	1	3	6	6
ENSG0000002363	2	8	3	2	5	1	7	5
ENSG0000002364	251	273	291	246	276	351	300	296
ENSG0000002365	13	24	34	15	19	22	42	14
